iteration,hub upper bound,hub lower bound
0,inf,-inf
1,inf,71912.72777777778
2,inf,71912.72777777778
3,inf,72432.65000000001
4,inf,73384.8
5,inf,74143.61957671956
6,inf,74194.34999999999
7,inf,74508.2
8,inf,74508.2
9,inf,74854.54929939174
10,inf,75322.54999999986
11,inf,75322.54999999986
12,inf,75322.54999999986
13,inf,75322.54999999986
14,inf,75528.3
15,inf,75728.19999999998
16,inf,75892.05
17,inf,76284.85
18,inf,76284.85
19,inf,76284.85
20,inf,76284.85
21,inf,76345.95
22,inf,76465.43777346147
23,inf,76465.43777346147
24,inf,76465.43777346147
25,inf,76465.43777346147
26,inf,76512.2
27,inf,76512.2
28,inf,76788.8
29,inf,76788.8
30,inf,76788.8
31,inf,76836.95
32,inf,76836.95
33,inf,76836.95
34,inf,76854.5594817975
35,inf,76854.5594817975
36,inf,76854.5594817975
37,inf,77396.2
38,inf,77396.2
39,inf,77396.2
40,inf,77396.2
41,inf,77528.2
42,inf,77528.2
43,inf,77528.2
44,inf,77528.2
45,inf,77528.2
46,inf,77528.2
47,inf,77528.2
48,inf,77528.2
49,99366.75,77541.55
50,99366.75,77541.55
51,89146.75,77541.55
52,89146.75,77873.7
53,89146.75,77873.7
54,89017.90000000001,77873.7
55,89017.90000000001,77873.7
56,89017.90000000001,77873.7
57,89017.90000000001,77873.7
58,89017.90000000001,77873.7
59,89017.90000000001,77873.7
60,89017.90000000001,77873.7
61,89017.90000000001,77873.7
62,87346.25,77873.7
63,87346.25,77873.7
64,87346.25,77873.7
65,87346.25,77873.7
66,87346.25,77887.4
67,87346.25,77887.4
68,87346.25,77887.4
69,87346.25,77887.4
70,87346.25,77887.4
71,87346.25,77887.4
72,87346.25,77887.4
73,87346.25,77935.4
74,87346.25,77935.4
75,87346.25,78062.99999999999
76,87346.25,78062.99999999999
77,87346.25,78062.99999999999
78,87346.25,78062.99999999999
79,87346.25,78255.84999999998
80,87346.25,78255.84999999998
81,87346.25,78255.84999999998
82,87346.25,78255.84999999998
83,87346.25,78255.84999999998
84,87346.25,78255.84999999998
85,87346.25,78255.84999999998
86,87346.25,78368.04999999997
87,87346.25,78368.04999999997
88,87346.25,78368.04999999997
89,87346.25,78368.04999999997
90,87346.25,78368.04999999997
91,87346.25,78484.04999999997
92,87346.25,78484.04999999997
93,87346.25,78484.04999999997
94,87346.25,78484.04999999997
95,87346.25,78484.04999999997
96,87346.25,78484.04999999997
97,87346.25,78484.04999999997
98,87346.25,78484.04999999997
99,87346.25,78484.04999999997
100,87346.25,78484.04999999997
